name,url,Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Current_Country_Of_Reg,Imported,County,Independant_Dealer,Dublin2,Model,Price,Engine_Size,External_Length,Fuel_Tank_Capacity,External_Width,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,External_Height,Boot_Volume,Ground_Clearance,Euro_NCAP_Overall_Safety_Rating,Engine_Power,Top_Speed,Acceleration,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Battery_Capacity
Dacia Sandero Stepway TCe 90 Stepway Journey,https://www.donedeal.ie/cars-for-sale/dacia-sandero-stepway-tce-90-stepway-journey/38967312,STEPWAY Essential,"17,000 km",1.0 L Petrol,Mar 2028,2024,Manual,1,Dacia,Petrol,Hatchback,5,Base Trim,5,Blue,200,Ireland,No,Co. Westmeath,"Franchise Dealer
4.3/5","Mullingar, Co. Westmeath",Sandero Stepway,"€21,500",1.0 L,4.10 m,,1.85 m,,5.5 L/100 km,,,,,2/5,,,,72%,42%,70%,41%,
Mercedes-Benz CLA 1.6 Shooting Brake Auto New NCT,https://www.donedeal.ie/cars-for-sale/mercedes-benz-cla-1-6-shooting-brake-auto-new-nct/39314783,---,"65,171 km",1.6 L Petrol,---,2018,Automatic,1,Mercedes-Benz,Petrol,Estate,5,---,---,White,,,,Co. Dublin,"Independent Dealer
4.9/5","Dublin 14, Co. Dublin",CLA,"€22,995",,,,,,,,,,,,,,,,,,,
Toyota Corolla 2006,https://www.donedeal.ie/cars-for-sale/toyota-corolla-2006/39357038,N,---,1.4 L Petrol,Nov 2025,2006,Manual,8,Toyota,,,,,,,385,Ireland,No,,"Private Seller
No rating yet","Letterkenny, Co. Donegal",Corolla,"€1,000",,,,,,,,,,,,,,,,,,,
Ford Kuga 2.0 AWD,https://www.donedeal.ie/cars-for-sale/ford-kuga-2-0-awd/38411388,Titanium,"220,000 km",2.0 L Diesel,Feb 2025,2014,Manual,1,Ford,Diesel,SUV,5,Luxury Trim,5,Grey,400,Ireland,N. Ireland,,"Private Seller
No rating yet","Wexford Town, Co. Wexford",Kuga,"€8,250",2.0 L,4.52 m,60 L,1.84 m,5.1 L/100 km,5.9 L/100 km,7.2 L/100 km,1.69 m,"1,653 L",20 cm,5/5,,,,86%,100%,94%,70%,
Corsa 2018 SC 1.4 ENERGY LOTS OF EXTRAS,https://www.donedeal.ie/cars-for-sale/corsa-2018-sc-1-4-energy-lots-of-extras/38824201,---,"98,000 mi",1.4 L Petrol,Jul 2026,2018,Manual,1,Vauxhall,Petrol,Hatchback,5,---,5,Blue,270,Ireland,UK,Co. Dublin,Independent Dealer,Co. Dublin,Corsa,"€9,995",,,,,,,,,,,,,,,,,,,
Mini One 2015 COUNTRYMAN 1.6 NCT 01-27,https://www.donedeal.ie/cars-for-sale/mini-one-2015-countryman-1-6-nct-01-27/38493108,---,"125,000 mi",1.6 L Diesel,Jan 2027,2015,Manual,3,Mini,Diesel,Hatchback,5,---,5,White,200,Ireland,No,Co. Dublin,Independent Dealer,Co. Dublin,One,"€9,995",1.6 L,,,,,,,,,,,,,,,,,,
131 Bmw 5 Series New NCT 10-25,https://www.donedeal.ie/cars-for-sale/131-bmw-5-series-new-nct-10-25/38345701,EFFICIENTDYNAMICS,"125,000 mi",2.0 L Diesel,Oct 2025,2013,Manual,2,BMW,Diesel,Saloon,4,Base Trim,5,Silver,200,Ireland,UK,,"Private Seller
No rating yet",Co. Cork,5-Series,"€7,450",2.0 L,4.90 m,,1.86 m,3.9 L/100 km,4.5 L/100 km,5.6 L/100 km,1.46 m,,14 cm,,,,,,,,,
Hyundai Tucson 1.7 Crdi SE NAV Bl/dr 5 5DR nct 3,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-1-7-crdi-se-nav-bl-dr-5-5dr-nct-3/38431220,Premium,"103,000 mi",1.7 L Diesel,Mar 2027,2017,Manual,2,Hyundai,Diesel,SUV,---,Medium Trim,5,White,200,Ireland,N. Ireland,Co. Galway,Independent Dealer,"Portumna, Co. Galway",Tucson,"€16,000",1.7 L,4.48 m,62 L,1.85 m,4.0 L/100 km,4.4 L/100 km,5.1 L/100 km,1.65 m,"1,503 L",17 cm,5/5,,,,85%,71%,86%,71%,
Volkswagen Touareg 3.0 TDI V6 Black Edition SUV 5,https://www.donedeal.ie/cars-for-sale/volkswagen-touareg-3-0-tdi-v6-black-edition-suv-5/39356916,---,"61,500 mi",3.0 L Diesel,---,2021,Automatic,1,Volkswagen,Diesel,Estate,5,---,5,Black,,UK,,,Independent Dealer,"Pettigo, Co. Donegal",Touareg,"€80,900",,,,,,,,,,,,,,,,,,,
Toyota Yaris,https://www.donedeal.ie/cars-for-sale/toyota-yaris/39356969,N,---,1.0 L Petrol,Nov 2025,2006,Manual,5,Toyota,,,,,,,199,Ireland,No,,"Private Seller
No rating yet","Carrickmacross, Co. Monaghan",Yaris,"€2,000",,,,,,,,,,,,,,,,,,,
2013 Mk7 Golf GTD (132),https://www.donedeal.ie/cars-for-sale/2013-mk7-golf-gtd-132/39356987,GTD,166 mi,2.0 L Diesel,Apr 2026,2013,Manual,6,Volkswagen,Diesel,Hatchback,5,Sports Trim,5,Blue,190,Ireland,UK,,"Private Seller
No rating yet",Co. Tipperary,Golf,"€9,250",2.0 L,4.27 m,50 L,1.80 m,3.7 L/100 km,4.2 L/100 km,5.1 L/100 km,1.44 m,"1,270 L",13 cm,,,,,,,,,
Volkswagen Polo 1.0 Petrol Automatic Low Mileage,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-0-petrol-automatic-low-mileage/39356938,---,"7,785 mi",1.0 L Petrol,---,2019,Automatic,---,Volkswagen,Petrol,Hatchback,4,---,---,White,,,,,Independent Dealer,Co. Dublin,Polo,"€18,595",,,,,,,,,,,,,,,,,,,
Peugeot 5008 FL Allure 1.5 Blue HDI 13 130 6.2,https://www.donedeal.ie/cars-for-sale/peugeot-5008-fl-allure-1-5-blue-hdi-13-130-6-2/39356984,Allure,"81,088 km",1.5 L Diesel,Feb 2026,2022,Manual,1,Peugeot,Diesel,MPV,4,Luxury Trim,7,Red,,Ireland,No,Co. Kerry,Independent Dealer,"Castleisland, Co. Kerry",5008,"€33,950",1.5 L,4.64 m,,1.84 m,,,,,,,5/5,,,,85%,58%,86%,67%,
Volvo XC90 T8 Phev Ultimate Dark AWD 5DR,https://www.donedeal.ie/cars-for-sale/volvo-xc90-t8-phev-ultimate-dark-awd-5dr/39356983,Ultimate,"18,000 km",2.0 L Petrol Plug-in Hybrid,Jan 2027,2023,Automatic,1,Volvo,Petrol Plug-in Hybrid,SUV,5,Sports Trim,7,Grey,,Ireland,No,Co. Kerry,Franchise Dealer,"Tralee, Co. Kerry",XC90,"€74,950",2.0 L,4.95 m,,1.96 m,,,,,,,5/5,,,,87%,100%,97%,72%,18.8 kWh
Volkswagen Touran Highline Bluemotion 1.6 TDI D7F,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-highline-bluemotion-1-6-tdi-d7f/39356850,Highline,"107,444 km",1.6 L Diesel,Nov 2026,2016,Automatic,2,Volkswagen,Diesel,MPV,5,Luxury Trim,7,White,200,Ireland,No,Co. Kildare,Independent Dealer,"Kildare, Co. Kildare",Touran,"€19,950",1.6 L,4.53 m,,1.83 m,4.0 L/100 km,4.2 L/100 km,4.6 L/100 km,1.66 m,,16 cm,,,,,,,,,
Opel Insignia 2019 Grand Sport SRI 1.6 136BHP 73,https://www.donedeal.ie/cars-for-sale/opel-insignia-2019-grand-sport-sri-1-6-136bhp-73/39356954,SRi,"122,414 km",1.6 L Diesel,Apr 2027,2019,Manual,1,Opel,Diesel,Saloon,5,Sports Trim,5,Grey,,Ireland,No,,Independent Dealer,"Kilkenny, Co. Kilkenny",Insignia,"€14,995",1.6 L,4.90 m,,1.86 m,,,,1.46 m,,,,,,,,,,,
Renault kadjar 1.5dci taxed &nctd,https://www.donedeal.ie/cars-for-sale/renault-kadjar-1-5dci-taxed-nctd/38829649,Dynamique S Nav,"248,932 km",1.5 L Diesel,Jul 2026,2016,Manual,5,Renault,Diesel,SUV,4,Medium Trim,5,Grey,190,Ireland,No,,"Verified Private Seller
No rating yet","Gorey, Co. Wexford",Kadjar,"€8,250",1.5 L,4.45 m,,1.84 m,3.8 L/100 km,3.9 L/100 km,4.2 L/100 km,1.61 m,,,5/5,,,,81%,71%,89%,74%,
Jaguar XK Series 4.2 Convertible low Kms/ Compre,https://www.donedeal.ie/cars-for-sale/jaguar-xk-series-4-2-convertible-low-kms-compre/39356947,N,"134,000 km",4.2 L Petrol,Oct 2025,2006,Automatic,4,Jaguar,,,,,,,,Ireland,No,,Independent Dealer,Co. Dublin,XK,"€19,999",,,,,,,,,,,,,,,,,,,
Opel Mokka SC 1.2i (100ps),https://www.donedeal.ie/cars-for-sale/opel-mokka-sc-1-2i-100ps/38587584,SC,"10,000 km",1.2 L Petrol,Jun 2028,2024,Manual,1,Opel,Petrol,SUV,4,Base Trim,5,Grey,200,Ireland,No,,Franchise Dealer,"Castleisland, Co. Kerry",Mokka,"€27,500",1.2 L,4.15 m,44 L,1.79 m,,5.5 L/100 km,,,"1,105 L",,4/5,,,,75%,64%,73%,58%,
Nissan Micra 1.0L NCT 03/26 Tax 03/25 only 91k mls,https://www.donedeal.ie/cars-for-sale/nissan-micra-1-0l-nct-03-26-tax-03-25-only-91k-mls/39356943,N,"91,000 mi",1.0 L Petrol,Mar 2026,2003,Manual,3,Nissan,,,,,,,199,Ireland,No,,"Private Seller
4.3/5 (3)","Sallins, Co. Kildare",Micra,"€1,650",,,,,,,,,,,,,,,,,,,
Volkswagen Golf 2.0 TDI R-line Hatchback 5dr Dies,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2-0-tdi-r-line-hatchback-5dr-dies/39356913,---,0 mi,2.0 L Diesel,---,2020,Automatic,1,Volkswagen,Diesel,Hatchback,5,---,5,White,,UK,,,Independent Dealer,"Pettigo, Co. Donegal",Golf,"€28,250",,,,,,,,,,,,,,,,,,,
Citroen C4 Picasso 7S Bluehdi120 SS Vtr Myb6 4DR,https://www.donedeal.ie/cars-for-sale/citroen-c4-picasso-7s-bluehdi120-ss-vtr-myb6-4dr/39356911,VTR+,"65,867 mi",1.6 L Diesel,Feb 2026,2016,Manual,2,Citroen,Diesel,MPV,4,Medium Trim,7,Silver,,Ireland,No,,Independent Dealer,"Ballymount, Co. Dublin",C4 Picasso,"€11,950",1.6 L,4.33 m,,1.79 m,,,,1.50 m,"1,183 L",,5/5,,,,85%,97%,90%,43%,
Mercedes-Benz GLE-Class 350DE AMG Line 4matic,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gle-class-350de-amg-line-4matic/39356910,---,"59,501 km",2.0 L Diesel Plug-in Hybrid,---,2022,Automatic,1,Mercedes-Benz,Diesel Plug-in Hybrid,Estate,5,---,5,Grey,,UK,,Co. Westmeath,Independent Dealer,"Moate, Co. Westmeath",GLE,No Price,,,,,,,,,,,,,,,,,,,
Hyundai i20 2014,https://www.donedeal.ie/cars-for-sale/hyundai-i20-2014/39356909,Classic,"57,300 mi",1.2 L Petrol,Aug 2025,2014,Manual,2,Hyundai,Petrol,Hatchback,5,Base Trim,5,Grey,200,Ireland,UK,,"Private Seller
No rating yet","Letterkenny, Co. Donegal",i20,"€6,400",1.2 L,4.00 m,45 L,1.71 m,4.2 L/100 km,4.9 L/100 km,6.1 L/100 km,1.49 m,"1,060 L",15 cm,5/5,,,,83%,86%,88%,64%,
Audi A4 2014 -S line,https://www.donedeal.ie/cars-for-sale/audi-a4-2014-s-line/39356906,S LINE,146 mi,2.0 L Diesel,Feb 2026,2014,Manual,3,Audi,Diesel,Saloon,4,Sports Trim,5,Red,200,Ireland,UK,,"Private Seller
No rating yet","Roscrea, Co. Tipperary",A4,"€9,150",2.0 L,4.70 m,,1.83 m,4.0 L/100 km,4.5 L/100 km,5.4 L/100 km,1.43 m,,,,,,,,,,,
BMW 5 Series D M Sport Zm5g 4DR Auto,https://www.donedeal.ie/cars-for-sale/bmw-5-series-d-m-sport-zm5g-4dr-auto/39356849,M Sport,"234,957 km",2.0 L Diesel,Mar 2025,2017,Automatic,4,BMW,Diesel,Saloon,4,Sports Trim,5,Blue,,Ireland,No,Co. Kildare,Independent Dealer,"Kildare, Co. Kildare",5-Series,"€18,950",2.0 L,4.94 m,,1.87 m,,,,1.48 m,,14 cm,,,,,,,,,
Hyundai Tucson N-line Hybrid,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-n-line-hybrid/39356897,---,"71,942 mi",1.6 L Hybrid,---,2022,Automatic,2,Hyundai,Hybrid,Estate,5,---,5,Red,,Northern Ireland,,Co. Dublin,Franchise Dealer,"Swords, Co. Dublin",Tucson,"€30,950",,,,,,,,,,,,,,,,,,,
Volkswagen Golf Diesel Hatchback,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-diesel-hatchback/39404016?campaign=3,---,"76,000 mi",1.6 L Diesel,---,2020,Manual,---,Volkswagen,Diesel,---,---,---,5,White,,UK,,,Independent Dealer,"Downpatrick, Co. Down",Golf,"£12,750",,,,,,,,,,,,,,,,,,,
Peugeot 2008 1.2 Pure Tech 82 Allure,https://www.donedeal.ie/cars-for-sale/peugeot-2008-1-2-pure-tech-82-allure/39363022?campaign=3,Allure,"34,408 km",1.2 L Petrol,Aug 2026,2016,Manual,1,Peugeot,Petrol,Hatchback,5,Medium Trim,5,Grey,,Ireland,N. Ireland,Co. Dublin,"Franchise Dealer
4.9/5",Co. Dublin,2008,"€11,450",1.2 L,4.16 m,50 L,1.74 m,,,,1.56 m,"1,400 L",17 cm,5/5,,,,77%,70%,88%,72%,
2014 BMW X4 M-Sport 3.0D AUTO X-Drive,https://www.donedeal.ie/cars-for-sale/2014-bmw-x4-m-sport-3-0d-auto-x-drive/38550409?campaign=3,M Sport,"188,999 km",3.0 L Diesel,Nov 2025,2014,Automatic,1,BMW,Diesel,SUV,4,Luxury Trim,5,Black,600,Ireland,No,,Independent Dealer,Co. Limerick,X4,"€18,950",3.0 L,4.67 m,,1.88 m,5.6 L/100 km,5.9 L/100 km,6.5 L/100 km,1.62 m,,,,,,,,,,,
Hyundai Tucson N-line Hybrid,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-n-line-hybrid/39356897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skoda Octavia Active 1.2 TSI 86bhp 4DR,https://www.donedeal.ie/cars-for-sale/skoda-octavia-active-1-2-tsi-86bhp-4dr/39356848,Active,"175,656 km",1.2 L Petrol,May 2026,2016,Manual,3,Skoda,Petrol,Hatchback,4,Base Trim,5,Grey,200,Ireland,No,Co. Kildare,Independent Dealer,"Kildare, Co. Kildare",Octavia,"€10,450",1.2 L,4.66 m,50 L,1.81 m,,4.8 L/100 km,,1.46 m,"1,580 L",14 cm,,,,,,,,,
Ford Kuga Zetec 2.0TDC AWD,https://www.donedeal.ie/cars-for-sale/ford-kuga-zetec-2-0tdc-awd/38724268,Zetec,---,2.0 L Diesel,Dec 2025,2011,Manual,3,Ford,Diesel,SUV,5,Base Trim,5,Silver,600,Ireland,No,,"Verified Private Seller
5.0/5 (2)","City Centre, Co. Dublin",Kuga,"€4,295",2.0 L,4.44 m,,1.84 m,5.1 L/100 km,6.0 L/100 km,7.6 L/100 km,1.71 m,,,,,,,,,,,
Ford kuga 2017,https://www.donedeal.ie/cars-for-sale/ford-kuga-2017/39084199,Titanium,"104,000 mi",1.5 L Diesel,Jun 2026,2017,Manual,1,Ford,Diesel,SUV,5,Base Trim,5,Red,200,Ireland,N. Ireland,,"Private Seller
No rating yet","Killygordon, Co. Donegal",Kuga,"€11,500",1.5 L,4.52 m,60 L,1.84 m,4.2 L/100 km,4.4 L/100 km,4.8 L/100 km,1.69 m,"1,603 L",19 cm,5/5,,,,86%,100%,94%,70%,
Volkswagen Tiguan Allspace Life 2.0 TDI 150BHP Au,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-allspace-life-2-0-tdi-150bhp-au/39356761,Life,"60,043 km",2.0 L Diesel,Feb 2026,2022,Automatic,2,Volkswagen,Diesel,SUV,5,Medium Trim,7,Black,,Ireland,No,Co. Kerry,Franchise Dealer,"Tralee, Co. Kerry",Tiguan Allspace,"€43,500",2.0 L,4.49 m,,1.84 m,,,,,,,,,,,,,,,
Peugeot 508 ( will accept 2900 cash ),https://www.donedeal.ie/cars-for-sale/peugeot-508-will-accept-2900-cash/39249742,Active,"360,000 km",2.0 L Diesel,May 2025,2013,Manual,3,Peugeot,Diesel,Estate,5,Medium Trim,5,Silver,270,Ireland,UK,,"Verified Private Seller
5.0/5 (1)","Douglas, Co. Cork",508,"€3,000",2.0 L,4.81 m,,1.85 m,3.9 L/100 km,4.8 L/100 km,6.4 L/100 km,1.48 m,,,,,,,,,,,
Audi Q7,https://www.donedeal.ie/cars-for-sale/audi-q7/39356795,S Line,128 mi,3.0 L Diesel,Sep 2025,2020,Automatic,3,Audi,Diesel,SUV,4,Luxury Trim,7,Black,,Ireland,No,,"Private Seller
No rating yet","Oranmore, Co. Galway",Q7,"€55,000",3.0 L,5.06 m,,1.97 m,,,,1.74 m,,,5/5,,,,86%,72%,92%,71%,
Ford Explorer 77kwh select Extended Range Avail,https://www.donedeal.ie/cars-for-sale/ford-explorer-77kwh-select-extended-range-avail/37958500,---,1 km,Electric,---,2025,Automatic,---,,Electric,SUV,---,---,---,Blue,,,,Co. Dublin,"Franchise Dealer
4.6/5","Sandyford, Co. Dublin",Explorer,"€48,100",,,,,,,,,,,,,,,,,,,
Car,https://www.donedeal.ie/cars-for-sale/car/39142126,N,"101,160 km",3.0 L Petrol,Oct 2025,2007,Automatic,1,BMW,,,,,,,1494,Ireland,UK,,"Private Seller
No rating yet","North County, Co. Dublin",3-Series,"€8,500",,,,,,,,,,,,,,,,,,,
Volkswagen Passat,https://www.donedeal.ie/cars-for-sale/volkswagen-passat/39356791,COMFORTLINE,"227,000 km",2.0 L Diesel,Jan 2026,2012,Manual,5,Volkswagen,Diesel,Saloon,4,Medium Trim,5,Black,200,Ireland,UK,,"Private Seller
No rating yet","Dublin 17, Co. Dublin",Passat,"€4,500",2.0 L,4.77 m,,1.82 m,4.0 L/100 km,4.6 L/100 km,5.6 L/100 km,1.47 m,,,,,,,,,,,
Mazda CX-80 2.5 E-skyactiv Phev 327ps 8AT AWD Hom,https://www.donedeal.ie/cars-for-sale/mazda-cx-80-2-5-e-skyactiv-phev-327ps-8at-awd-hom/39356779,---,31 mi,2.5 L Hybrid,---,2025,Automatic,---,Mazda,Hybrid,SUV,---,---,---,Black,,,,Co. Dublin,Franchise Dealer,Co. Dublin,CX-80,"€61,888",,,,,,,,,,,,,,,,,,,
BMW 520d M Sport High Spec Low Miles,https://www.donedeal.ie/cars-for-sale/bmw-520d-m-sport-high-spec-low-miles/39356770,M Sport,"101,000 mi",2.0 L Diesel,Sep 2025,2015,Automatic,2,BMW,Diesel,Saloon,4,Sports Trim,5,Black,200,Ireland,UK,,"Private Seller
No rating yet","Enniscorthy, Co. Wexford",5-Series,"€17,950",2.0 L,4.91 m,,1.86 m,4.1 L/100 km,4.5 L/100 km,5.3 L/100 km,1.48 m,520 L,14 cm,5/5,,,,83%,100%,95%,78%,
Volkswagen Polo 1.0 Match BM 60ps Manual Carplay,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-0-match-bm-60ps-manual-carplay/39356775,Trendline,"79,469 km",1.0 L Petrol,Sep 2026,2016,Manual,1,Volkswagen,Petrol,Hatchback,5,Base Trim,5,Red,,Ireland,UK,Co. Meath,Independent Dealer,"Navan, Co. Meath",Polo,"€12,950",1.0 L,3.97 m,45 L,1.68 m,,,,1.45 m,952 L,14 cm,,,,,,,,,
€6990 Lexus CT 2011 automatic hybrid €6990,https://www.donedeal.ie/cars-for-sale/6990-lexus-ct-2011-automatic-hybrid-6990/39356781,DYNAMIC,"107,000 mi",1.8 L Petrol Hybrid,May 2026,2011,Automatic,2,Lexus,Petrol Hybrid,Hatchback,4,Sports Trim,5,Blue,180,Ireland,No,,Independent Dealer,Co. Dublin,CT,"€6,990",1.8 L,4.32 m,,1.77 m,4.0 L/100 km,4.1 L/100 km,4.1 L/100 km,1.43 m,,,,,,,,,,,
2016 MERCEDES GLC 220D 4 MATIC DIESEL,https://www.donedeal.ie/cars-for-sale/2016-mercedes-glc-220d-4-matic-diesel/39142119,---,"169,000 km",2.1 L Diesel,Sep 2026,2016,Automatic,1,Mercedes-Benz,Diesel,Estate/Jeep,5,---,5,Grey,270,Ireland,No,,"Verified Private Seller
No rating yet","Cork City, Co. Cork",220,"€22,950",2.1 L,,,,,,,,,,,,,,,,,,
"2022 Suzuki Swift 1,2DUALJET HYBRID SZ5 5DR",https://www.donedeal.ie/cars-for-sale/2022-suzuki-swift-1-2dualjet-hybrid-sz5-5dr/39356573,SZ5,"12,717 km",1.2 L Petrol,Feb 2026,2022,Manual,3,Suzuki,Petrol,Hatchback,5,Luxury Trim,5,Blue,180,Ireland,No,,"Private Seller
No rating yet","North City, Co. Dublin",Swift,"€13,500",1.2 L,3.84 m,,1.74 m,,5.0 L/100 km,,1.52 m,,,3/5,,,,75%,25%,83%,69%,
Audi A3 1.4 5 Door Auto New NCT,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-5-door-auto-new-nct/39314739,---,"54,881 km",1.4 L Petrol,---,2015,Automatic,1,Audi,Petrol,Hatchback,5,---,---,White,,,,Co. Dublin,"Independent Dealer
4.9/5","Dublin 14, Co. Dublin",A3,"€14,995",,,,,,,,,,,,,,,,,,,
Audi A7 3.0tdi SE Executive Ultra 218PS 5DR Auto,https://www.donedeal.ie/cars-for-sale/audi-a7-3-0tdi-se-executive-ultra-218ps-5dr-auto/38989346,SE,"193,913 km",3.0 L Diesel,Dec 2026,2016,Automatic,2,Audi,Diesel,Hatchback,5,Base Trim,5,Grey,,Ireland,UK,Co. Dublin,Independent Dealer,"Tallaght, Co. Dublin",A7,"€20,950",3.0 L,4.97 m,,1.91 m,,,,1.42 m,,,,,,,,,,,
BMW X5 45E M Sport Xdrive,https://www.donedeal.ie/cars-for-sale/bmw-x5-45e-m-sport-xdrive/39356599,---,"74,779 mi",3.0 L Hybrid,---,2022,Automatic,1,BMW,Hybrid,SUV,5,---,5,Black,,UK,,Co. Dublin,"Independent Dealer
4.9/5","Dublin 15, Co. Dublin",X5,"€62,990",,,,,,,,,,,,,,,,,,,
152 Opel Insignia,https://www.donedeal.ie/cars-for-sale/152-opel-insignia/39061729,SRI,280 km,2.0 L Diesel,Nov 2025,2015,Manual,2,Opel,Diesel,Saloon,4,Sports Trim,5,Silver,180,Ireland,No,,"Private Seller
5.0/5 (1)",Co. Cork,Insignia,"€3,450",2.0 L,4.83 m,70 L,1.86 m,3.7 L/100 km,4.3 L/100 km,5.4 L/100 km,1.50 m,"1,015 L",,,,,,,,,,
Ford C-Max 2012,https://www.donedeal.ie/cars-for-sale/ford-c-max-2012/39356725,ACTIV,"142,000 mi",1.6 L Diesel,Oct 2025,2012,Manual,4,Ford,Diesel,MPV,4,Base Trim,5,Silver,200,Ireland,No,,"Private Seller
No rating yet","Drogheda, Co. Louth",C-Max,"€4,950",1.6 L,4.38 m,53 L,1.83 m,4.1 L/100 km,4.6 L/100 km,5.4 L/100 km,1.63 m,"1,684 L",,,,,,,,,,
Toyota Prius,https://www.donedeal.ie/cars-for-sale/toyota-prius/39142033,-,"429,403 km",1.8 L Petrol Hybrid,Jan 2026,2015,Automatic,3,Toyota,Petrol Hybrid,MPV,5,Base Trim,7,Black,170,Ireland,Unknown country,,"Private Seller
No rating yet","Dublin 6, Co. Dublin",Prius,"€7,750",1.8 L,4.54 m,,1.76 m,3.1 L/100 km,3.0 L/100 km,2.9 L/100 km,1.47 m,502 L,12 cm,5/5,,,,82%,85%,92%,77%,
Toyota Auris Auto,https://www.donedeal.ie/cars-for-sale/toyota-auris-auto/39142042,N,"216,000 km",1.4 L Diesel,Sep 2025,2010,Automatic,4,Toyota,,,,,,,270,Ireland,No,,"Private Seller
3.5/5 (2)","Thurles, Co. Tipperary",Auris,"€5,450",,,,,,,,,,,,,,,,,,,
Nissan March ***low mileage 2015**,https://www.donedeal.ie/cars-for-sale/nissan-march-low-mileage-2015/38990153,---,"42,000 km",1.2 L Petrol,---,2015,Automatic,0,Nissan,Petrol,Hatchback,5,---,5,Brown,180,Ireland,Unknown,Co. Dublin,Independent Dealer,"Baldonnell, Co. Dublin",March,"€8,999",,,,,,,,,,,,,,,,,,,
Vw Golf TSI (RED) 56k km 2015,https://www.donedeal.ie/cars-for-sale/vw-golf-tsi-red-56k-km-2015/38819261,all,"56,700 km",1.4 L Petrol,Jan 2026,2015,Automatic,0,Volkswagen,Petrol,Hatchback,5,Medium Trim,5,Red,180,Ireland,Unknown,Co. Dublin,Independent Dealer,"Baldonnell, Co. Dublin",Golf,"€15,799",1.4 L,4.26 m,50 L,1.80 m,4.5 L/100 km,5.0 L/100 km,6.1 L/100 km,1.45 m,"1,270 L",14 cm,5/5,,,,,,,,
BMW 5 Series Sunroof 520D M Sport Plus G30,https://www.donedeal.ie/cars-for-sale/bmw-5-series-sunroof-520d-m-sport-plus-g30/39356536,---,"84,786 mi",2.0 L Diesel,---,2020,Automatic,1,BMW,Diesel,Saloon,4,---,5,Grey,,UK,,Co. Galway,Independent Dealer,"Ballinasloe, Co. Galway",5-Series,"€34,950",,,,,,,,,,,,,,,,,,,
Mazda Demio ** New Arrival **,https://www.donedeal.ie/cars-for-sale/mazda-demio-new-arrival/38589798,---,"76,000 mi",1.3 L Petrol,---,2015,Automatic,0,Mazda,Petrol,Hatchback,5,---,5,Other,180,Ireland,Unknown,Co. Dublin,Independent Dealer,"Baldonnell, Co. Dublin",Demio,"€9,499",,,,,,,,,,,,,,,,,,,
Nissan Note ** medalist package **,https://www.donedeal.ie/cars-for-sale/nissan-note-medalist-package/38742663,Black Edition,"93,000 km",1.2 L Petrol Hybrid,Jan 2027,2018,Automatic,0,Nissan,Petrol Hybrid,Hatchback,4,Medium Trim,5,Blue,170,Ireland,Unknown,Co. Dublin,Independent Dealer,"Baldonnell, Co. Dublin",Note,"€12,999",1.2 L,4.10 m,41 L,1.70 m,4.0 L/100 km,4.7 L/100 km,5.9 L/100 km,1.53 m,"1,495 L",13 cm,4/5,,,,,,,,
Toyota Aqua 18** G package **,https://www.donedeal.ie/cars-for-sale/toyota-aqua-18-g-package/38351455,---,"58,000 mi",1.5 L Petrol Hybrid,Dec 2026,2018,Automatic,0,Toyota,Petrol Hybrid,Hatchback,5,---,5,Blue,170,Ireland,Unknown country,Co. Dublin,Independent Dealer,"Baldonnell, Co. Dublin",Aqua,"€11,999",1.5 L,,,,,,,,,,,,,,,,,,
BMW X5 2015 Xdrive 7seater Automatic 2.0d 218 BHP,https://www.donedeal.ie/cars-for-sale/bmw-x5-2015-xdrive-7seater-automatic-2-0d-218-bhp/39356629,SE,"151,326 mi",2.0 L Diesel,May 2026,2015,Automatic,1,BMW,Diesel,SUV,5,Base Trim,7,Black,,Ireland,UK,Co. Wexford,Independent Dealer,"New Ross, Co. Wexford",X5,"€22,995",2.0 L,4.89 m,75 L,1.94 m,,,,1.76 m,"1,870 L",21 cm,,,,,,,,,
