name,url,Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,Engine_Size,External_Length,External_Height,External_Width,Euro_NCAP_Overall_Safety_Rating,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Current_Country_Of_Reg,Imported,Independant_Dealer,Dublin2,Model,Price,Boot_Volume,Ground_Clearance,County,Fuel_Tank_Capacity,Engine_Power,Top_Speed,Battery_Capacity,Acceleration,section
Audi e-tron 2021 TECHNIK 55 QUATTRO 95KWH BATTERY,https://www.donedeal.ie/cars-for-sale/audi-e-tron-2021-technik-55-quattro-95kwh-battery/39130005,all,"60,622 mi",400 km Electric,May 2027,2021,Automatic,1,Audi,Electric,SUV,5,Base Trim,5,Grey,120,,,,,4.90 m,1.62 m,1.94 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",e-tron,"€31,950",,,Co. Dublin,,408 hp,,,5.7 sec,selection1
2022 BMW I4 EDRIVE40 M SPORT 335BHP 84KWH,https://www.donedeal.ie/cars-for-sale/2022-bmw-i4-edrive40-m-sport-335bhp-84kwh/39051900,M Sport,"69,659 mi",Electric,Jun 2026,2022,Automatic,1,BMW,Electric,Coupe,5,Medium Trim,5,Black,120,,,,,4.78 m,1.45 m,1.85 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",i4,"€40,950","1,290 L",13 cm,Co. Dublin,,,,,,selection1
MERCEDES E CLASS E300de ESTATE AMG PREMIUM PLUS,https://www.donedeal.ie/cars-for-sale/mercedes-e-class-e300de-estate-amg-premium-plus/38122994,AMG Line,"63,867 mi",2.0 L Diesel Plug-in Hybrid,Nov 2026,2021,Automatic,1,Mercedes-Benz,Diesel Plug-in Hybrid,Estate,5,Medium Trim,5,Black,140,,1.3 L/100 km,,2.0 L,4.93 m,1.48 m,1.85 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",E-Class,"€44,950","1,820 L",10 cm,Co. Dublin,50 L,306 hp,,,6.0 sec,selection1
BMW 3 SERIES 330E M SPORT BODYKIT HYBRID,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-m-sport-bodykit-hybrid/39013401,M Sport,"61,765 mi",2.0 L Petrol Hybrid,---,2022,Automatic,1,BMW,Petrol Hybrid,Saloon,4,Sports Trim,5,Black,140,,6.8 L/100 km,,2.0 L,4.71 m,1.44 m,1.83 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",3-Series,"€33,950",,15 cm,Co. Dublin,,,,,,selection1
AUDI E-TRON TECHNIK 55 QUATTRO 95KWH 408BHP,https://www.donedeal.ie/cars-for-sale/audi-e-tron-technik-55-quattro-95kwh-408bhp/38915039,all,"24,132 mi",400 km Electric,Dec 2025,2021,Automatic,1,Audi,Electric,SUV,5,Base Trim,5,Black,120,,,,,4.90 m,1.62 m,1.94 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",e-tron,"€35,950","1,655 L",,Co. Dublin,,408 hp,,,5.7 sec,selection1
Mercedes-Benz CLA-Class 250E 1.3 AMG LINE PREMIUM,https://www.donedeal.ie/cars-for-sale/mercedes-benz-cla-class-250e-1-3-amg-line-premium/38225188,---,"64,644 mi",1.3 L Petrol Plug-in Hybrid,Feb 2027,2021,Automatic,1,Mercedes-Benz,Petrol Plug-in Hybrid,Estate,5,---,5,Black,140,,,,,,,,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",CLA,"€28,950",,,Co. Dublin,,,,,,selection1
BMW 3-Series 330E ESTATE SE PRO AUTO HYBRID,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-estate-se-pro-auto-hybrid/37894324,SE Pro,"73,474 mi",2.0 L Petrol Hybrid,Feb 2026,2022,Automatic,1,BMW,Petrol Hybrid,Estate,5,Medium Trim,5,Black,140,,7.0 L/100 km,,2.0 L,4.71 m,1.44 m,1.83 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",3-Series,"€26,950","1,420 L",14 cm,Co. Dublin,40 L,292 hp,,12 kWh,5.9 sec,selection1
Mercedes-Benz C300de CLASS AMG LINE EDITION 306BHP,https://www.donedeal.ie/cars-for-sale/mercedes-benz-c300de-class-amg-line-edition-306bhp/38013428,AMG Line,"120,365 mi",2.0 L Diesel Plug-in Hybrid,Feb 2027,2020,Automatic,1,Mercedes-Benz,Diesel Plug-in Hybrid,Estate,5,Base Trim,5,Silver,170,5.3 L/100 km,6.5 L/100 km,8.5 L/100 km,2.0 L,4.70 m,1.46 m,1.81 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",C-Class,"€24,950","1,510 L",9 cm,Co. Dublin,66 L,,,13.5 kWh,,selection1
Jeep Cherokee LIMITED EDITION // 5 Seat Commercial,https://www.donedeal.ie/cars-for-sale/jeep-cherokee-limited-edition-5-seat-commercial/37856539,all,"241,249 km",3.0 L Diesel,Nov 2025,2015,Automatic,2,Jeep,Diesel,SUV,5,---,5,Grey,333,,,,3.0 L,,,,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",Grand Cherokee,"€14,495",,,Co. Dublin,,,,,,selection1
Mercedes-Benz E-Class 2018 E220d SE,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-2018-e220d-se/37146133,AVANTGARDE,"143,131 km",2.0 L Diesel,May 2026,2018,Automatic,1,Mercedes-Benz,Diesel,Saloon,4,Base Trim,5,Silver,190,3.6 L/100 km,3.9 L/100 km,4.3 L/100 km,2.0 L,4.92 m,1.47 m,1.85 m,,,,,,Ireland,UK,Independent Dealer,"Tallaght, Co. Dublin",E-Class,"€22,950",,,Co. Dublin,,,,,,selection1
BENTLEY CONTINENTAL GT V8S // 142 REG,https://www.donedeal.ie/cars-for-sale/bentley-continental-gt-v8s-142-reg/34434378,---,"96,000 km",4.0 L Petrol,Nov 2022,2014,Automatic,2,Bentley,Petrol,Coupe,2,---,4,Grey,2400,,,,,,,,,,,,,Ireland,N. Ireland,Independent Dealer,"Tallaght, Co. Dublin",Continental,"€83,950",,,Co. Dublin,,,,,,selection1
BMW 5 SERIES 520D ESTATE DIESEL // TAN LEATHER,https://www.donedeal.ie/cars-for-sale/bmw-5-series-520d-estate-diesel-tan-leather/39440117,all,"121,658 km",2.0 L Diesel,Sep 2026,2018,Automatic,1,BMW,Diesel,Estate,5,---,5,Grey,270,,,,2.0 L,,,,,,,,,Ireland,UK,Independent Dealer,"Tallaght, Co. Dublin",5-Series,"€26,950",,,Co. Dublin,,,,,,selection1
MERCEDES-BENZ E CLASS DIESEL AMG LINE // SUNROOF,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-diesel-amg-line-sunroof/39465512,AMG LINE,"83,997 km",2.0 L Diesel,Jan 2026,2018,Automatic,4,Mercedes-Benz,Diesel,Saloon,4,---,5,Grey,200,,,,2.0 L,,,,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",E-Class,"€29,895",,,Co. Dublin,,,,,,selection1
BMW X5 XDRIVE45E M SPORT CREAM LEATHER / HIGH SPEC,https://www.donedeal.ie/cars-for-sale/bmw-x5-xdrive45e-m-sport-cream-leather-high-spec/39377951,M Sport,"82,297 mi",3.0 L Petrol Plug-in Hybrid,May 2027,2021,Automatic,1,BMW,Petrol Plug-in Hybrid,SUV,5,Sports Trim,5,Blue,140,,10.2 L/100 km,,3.0 L,4.92 m,1.75 m,2.00 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",X5,"€57,950","1,860 L",21 cm,Co. Dublin,69 L,,,24 kWh,,selection1
BMW I4 M50 544BHP // RED LEATHER // SUNROOF,https://www.donedeal.ie/cars-for-sale/bmw-i4-m50-544bhp-red-leather-sunroof/39383538,M Sport,"47,596 mi",366 km Electric,---,2022,Automatic,1,BMW,Electric,Coupe,5,---,5,Blue,120,,,,,,,,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",i4,"€52,950",,,Co. Dublin,,,,,,selection1
BMW 3 SERIES 330E M SPORT ESTATE AUTO HYBRID,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-m-sport-estate-auto-hybrid/39306484,M Sport,"112,844 mi",2.0 L Petrol Plug-in Hybrid,May 2027,2021,Automatic,1,BMW,Petrol Plug-in Hybrid,Estate,5,Sports Trim,5,Blue,140,,7.1 L/100 km,,2.0 L,4.71 m,1.44 m,1.83 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",3-Series,"€23,495","1,420 L",14 cm,Co. Dublin,40 L,,,12 kWh,,selection1
BMW IX XDRIVE40 M SPORT EDITION PANORAMIC SUNROOF,https://www.donedeal.ie/cars-for-sale/bmw-ix-xdrive40-m-sport-edition-panoramic-sunroof/39318265,M Sport,"26,410 mi",420 km Electric,Oct 2027,2023,Automatic,1,BMW,Electric,SUV,5,Medium Trim,5,Black,120,,,,,4.95 m,1.70 m,1.97 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",iX,"€61,950","1,750 L",20 cm,Co. Dublin,,326 hp,,,6.1 sec,selection1
2021 AUDI Q5 S LINE 50 TFSI E QUATTRO HYBRID,https://www.donedeal.ie/cars-for-sale/2021-audi-q5-s-line-50-tfsi-e-quattro-hybrid/39220297,S Line,"71,448 mi",2.0 L Petrol Plug-in Hybrid,May 2027,2021,Automatic,1,Audi,Petrol Plug-in Hybrid,SUV,5,Luxury Trim,5,Grey,150,,8.0 L/100 km,,2.0 L,4.68 m,1.66 m,1.89 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",Q5,"€36,950","1,405 L",,Co. Dublin,,299 hp,,,6.1 sec,selection1
Audi Q5 2016 Quattro S-Tronic SE 2.0 TDI,https://www.donedeal.ie/cars-for-sale/audi-q5-2016-quattro-s-tronic-se-2-0-tdi/39110144?campaign=3,SE,"98,000 mi",2.0 L Diesel,Aug 2026,2016,Automatic,2,Audi,Diesel,SUV,4,Medium Trim,5,Black,400,,6.1 L/100 km,,2.0 L,4.63 m,1.66 m,1.90 m,,,,,,Ireland,No,Independent Dealer,"Punchestown, Co. Kildare",Q5,"€22,950",,,Co. Kildare,,,,,,selection1
Volkswagen Caddy Business 2.0tdi 102HP Manual,https://www.donedeal.ie/cars-for-sale/volkswagen-caddy-business-2-0tdi-102hp-manual/38840496?campaign=3,---,"34,318 km",2.0 L Diesel,---,2023,Manual,1,Volkswagen,Diesel,MPV,5,---,2,Grey,,,,,,,,,,,,,,Ireland,No,"Franchise Dealer
4.9/5",Co. Wexford,Caddy,"€21,930",,,Co. Wexford,,,,,,selection1
Hyundai Tucson 1.6 Tgdi SE Connect 5dr 2WD,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-1-6-tgdi-se-connect-5dr-2wd/39431992?campaign=3,---,"24,828 mi",1.6 L Petrol,---,2021,Manual,---,Hyundai,Petrol,---,5,---,5,Grey,280,,,,,,,,,,,,,Northern Ireland,,Franchise Dealer,Co. Down,Tucson,"£17,995",,,,,,,,,selection1
BMW IX XDRIVE40 M SPORT EDITION PANORAMIC SUNROOF,https://www.donedeal.ie/cars-for-sale/bmw-ix-xdrive40-m-sport-edition-panoramic-sunroof/39318265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selection1
2021 AUDI Q5 S LINE 50 TFSI E QUATTRO HYBRID,https://www.donedeal.ie/cars-for-sale/2021-audi-q5-s-line-50-tfsi-e-quattro-hybrid/39220297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selection1
BMW 3 SERIES 330E HYBRID ESTATE SPORT PRO 292BHP,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-hybrid-estate-sport-pro-292bhp/39204432,Sport Pro,"79,556 mi",2.0 L Petrol Plug-in Hybrid,Jan 2027,2021,Automatic,1,BMW,Petrol Plug-in Hybrid,Estate,5,Sports Trim,5,Blue,140,,7.1 L/100 km,,2.0 L,4.71 m,1.44 m,1.83 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",3-Series,"€26,995","1,420 L",14 cm,Co. Dublin,40 L,,,12 kWh,,selection1
AUDI E-TRON 55 QUATTRO 95KwH BATTERY 408BHP,https://www.donedeal.ie/cars-for-sale/audi-e-tron-55-quattro-95kwh-battery-408bhp/39298391,all,"41,425 mi",400 km Electric,Feb 2026,2022,Automatic,1,Audi,Electric,SUV,5,Base Trim,5,Black,120,,,,,4.90 m,1.62 m,1.94 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",e-tron,"€37,950",,,Co. Dublin,,408 hp,,,5.7 sec,selection1
MERCEDES-BENZ GLC CLASS 300de AMG LINE PREMIUM 4WD,https://www.donedeal.ie/cars-for-sale/mercedes-benz-glc-class-300de-amg-line-premium-4wd/39112745,AMG Line Premium,"86,944 mi",2.0 L Diesel Plug-in Hybrid,---,2021,Automatic,1,Mercedes-Benz,Diesel Plug-in Hybrid,SUV,5,Base Trim,5,Black,140,,1.7 L/100 km,,2.0 L,4.66 m,1.64 m,1.89 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",GLC,"€42,950","1,445 L",12 cm,Co. Dublin,50 L,,,,,selection1
2019 MITSUBISHI OUTLANDER DYNAMIQUE SAFETY PHEV,https://www.donedeal.ie/cars-for-sale/2019-mitsubishi-outlander-dynamique-safety-phev/39204518,all,"68,998 mi",2.4 L Petrol Hybrid,Sep 2027,2019,Automatic,2,Mitsubishi,Petrol Hybrid,SUV,5,---,5,Grey,170,,,,,,,,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",Outlander,"€23,950",,,Co. Dublin,,,,,,selection1
AUDI E-TRON SPORTBACK S LINE 55 QUATTRO 95KWH,https://www.donedeal.ie/cars-for-sale/audi-e-tron-sportback-s-line-55-quattro-95kwh/39129879,all,"82,532 mi",400 km Electric,---,2021,Automatic,1,Audi,Electric,SUV,5,Base Trim,5,Grey,120,,,,,4.90 m,1.63 m,1.94 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",e-tron,"€31,950","1,725 L",,Co. Dublin,,408 hp,,,5.7 sec,selection1
AUDI E-TRON SPORT 55 QUATTRO 95KwH BIG BATTERY,https://www.donedeal.ie/cars-for-sale/audi-e-tron-sport-55-quattro-95kwh-big-battery/38812152,all,"49,015 mi",400 km Electric,May 2027,2021,Automatic,1,Audi,Electric,SUV,5,Medium Trim,5,Grey,120,,,,,4.90 m,1.62 m,1.94 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",e-tron,"€34,950",,,Co. Dublin,,408 hp,,,5.7 sec,selection1
MERCEDES-BENZ C CLASS C300DE AMG LINE EDITION,https://www.donedeal.ie/cars-for-sale/mercedes-benz-c-class-c300de-amg-line-edition/39013268,AMG Line,"94,007 mi",2.0 L Diesel Hybrid,---,2020,Automatic,1,Mercedes-Benz,Diesel Hybrid,Estate,5,Base Trim,5,White,170,5.3 L/100 km,6.5 L/100 km,8.5 L/100 km,2.0 L,4.70 m,1.46 m,1.81 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",C-Class,"€27,950","1,510 L",9 cm,Co. Dublin,66 L,,,,,selection1
2022 MERCEDES-BENZ EQA 250 AMG LINE,https://www.donedeal.ie/cars-for-sale/2022-mercedes-benz-eqa-250-amg-line/39000718,AMG Line,"39,449 mi",Electric,Apr 2026,2022,Automatic,1,Mercedes-Benz,Electric,SUV,5,Base Trim,5,White,120,,,,,4.46 m,1.62 m,1.83 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",EQA,"€31,950","1,320 L",15 cm,Co. Dublin,,,,,,selection1
SUBARU IMPREZA 1.6 I S CVT EYESIGHT 4DR ELECTRONIC,https://www.donedeal.ie/cars-for-sale/subaru-impreza-1-6-i-s-cvt-eyesight-4dr-electronic/38553134,S,"69,176 km",1.6 L Petrol,Jan 2026,2020,Automatic,2,Subaru,Petrol,Estate,4,Base Trim,5,Grey,400,5.3 L/100 km,6.2 L/100 km,7.7 L/100 km,1.6 L,4.46 m,1.48 m,1.78 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",Impreza,"€18,950",,,Co. Dublin,,,,,,selection1
BMW X5 3.0 XDRIVE 45E M SPORT TAN LEATHER HIGH SPE,https://www.donedeal.ie/cars-for-sale/bmw-x5-3-0-xdrive-45e-m-sport-tan-leather-high-spe/38834740,M Sport,"101,887 mi",3.0 L Petrol Plug-in Hybrid,Mar 2027,2021,Automatic,1,BMW,Petrol Plug-in Hybrid,SUV,5,Sports Trim,5,White,140,,10.2 L/100 km,,3.0 L,4.92 m,1.75 m,2.00 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",X5,"€54,950","1,860 L",21 cm,Co. Dublin,69 L,,,24 kWh,,selection1
BMW 3 SERIES 330E M SPORT AUTO HYBRID 292BHP,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-m-sport-auto-hybrid-292bhp/38517810,M Sport,"107,552 mi",2.0 L Petrol Plug-in Hybrid,Dec 2026,2020,Automatic,2,BMW,Petrol Plug-in Hybrid,Saloon,4,Sports Trim,5,Grey,170,,,,2.0 L,4.71 m,1.44 m,1.83 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",3-Series,"€24,950",,15 cm,Co. Dublin,,292 hp,,,5.9 sec,selection1
Audi A3 A3 SPORTBACK 40 TFSI e,https://www.donedeal.ie/cars-for-sale/audi-a3-a3-sportback-40-tfsi-e/38517410,all,"132,432 km",1.4 L Petrol Plug-in Hybrid,---,2021,Automatic,1,Audi,Petrol Plug-in Hybrid,Hatchback,5,---,5,Black,140,,,,,,,,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",A3,"€23,950",,,Co. Dublin,,,,,,selection1
BMW 3 SERIES 330E M SPORT PRO EDITION 292BHP,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-m-sport-pro-edition-292bhp/38517666,M Sport Pro Edition,"99,767 mi",2.0 L Petrol Plug-in Hybrid,Apr 2027,2022,Automatic,1,BMW,Petrol Plug-in Hybrid,Saloon,4,Sports Trim,5,Grey,140,,7.0 L/100 km,,2.0 L,4.71 m,1.44 m,1.83 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",3-Series,"€31,950",,15 cm,Co. Dublin,,,,12 kWh,,selection1
AUDI Q5 S LINE 55 COMPETITION 367BHP QUATTRO,https://www.donedeal.ie/cars-for-sale/audi-q5-s-line-55-competition-367bhp-quattro/38433159,S Line Competition,"147,052 km",2.0 L Petrol Plug-in Hybrid,Aug 2026,2020,Automatic,1,Audi,Petrol Plug-in Hybrid,SUV,5,Luxury Trim,5,Black,170,,,,2.0 L,4.66 m,1.66 m,1.89 m,,,,,,Ireland,UK,Independent Dealer,"Tallaght, Co. Dublin",Q5,"€37,950",465 L,21 cm,Co. Dublin,,367 hp,239 km/h,,5.3 sec,selection1
BMW 3 SERIES 330E M SPORT ESTATE FACELIFT,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-m-sport-estate-facelift/38448288,M Sport,"44,967 mi",2.0 L Petrol Plug-in Hybrid,---,2023,Automatic,1,BMW,Petrol Plug-in Hybrid,Estate,5,Sports Trim,5,Blue,140,,1.4 L/100 km,,2.0 L,4.71 m,1.44 m,1.83 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",3-Series,"€42,950","1,420 L",14 cm,Co. Dublin,40 L,,,12 kWh,,selection1
2023 BMW X5 XDRIVE45E M SPORT AUTO BROWN LEATHER,https://www.donedeal.ie/cars-for-sale/2023-bmw-x5-xdrive45e-m-sport-auto-brown-leather/38416642,M Sport,"57,235 mi",3.0 L Petrol Plug-in Hybrid,May 2027,2023,Automatic,1,BMW,Petrol Plug-in Hybrid,SUV,5,Sports Trim,5,Black,140,,10.2 L/100 km,,3.0 L,4.92 m,1.75 m,2.00 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",X5,"€74,950","1,860 L",21 cm,Co. Dublin,69 L,,,24 kWh,,selection1
Mercedes Benz A CLASS A250e 1.3 AMG NIGHT EDITION,https://www.donedeal.ie/cars-for-sale/mercedes-benz-a-class-a250e-1-3-amg-night-edition/38271088,AMG Line,"72,266 mi",1.3 L Petrol Plug-in Hybrid,Feb 2026,2022,Automatic,1,Mercedes-Benz,Petrol Plug-in Hybrid,Saloon,4,Base Trim,5,Black,140,,6.8 L/100 km,,1.3 L,4.55 m,1.45 m,1.80 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",A-Class,"€28,950",,11 cm,Co. Dublin,,224 hp,,,6.3 sec,selection1
2017 Porsche Cayenne PLATINUM ED S E-HYBRID A,https://www.donedeal.ie/cars-for-sale/2017-porsche-cayenne-platinum-ed-s-e-hybrid-a/38402822,S,"187,986 km",3.0 L Petrol Plug-in Hybrid,Sep 2025,2017,Automatic,1,Porsche,Petrol Plug-in Hybrid,SUV,5,Medium Trim,5,Black,170,,,,3.0 L,4.86 m,1.71 m,1.94 m,,,,,,Ireland,UK,Independent Dealer,"Tallaght, Co. Dublin",Cayenne,"€36,950","1,690 L",22 cm,Co. Dublin,80 L,,,10.8 kWh,,selection1
MERCEDES-BENZ EQC 400 AMG LINE PREMIUM PLUS,https://www.donedeal.ie/cars-for-sale/mercedes-benz-eqc-400-amg-line-premium-plus/36893026,AMG Line,"77,682 mi",400 km Electric,---,2021,Automatic,1,Mercedes-Benz,Electric,SUV,5,Base Trim,5,Black,120,,,,,4.76 m,1.62 m,1.88 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",EQC,"€35,950","1,460 L",10 cm,Co. Dublin,,408 hp,,,5.1 sec,selection1
BMW 3 SERIES 330E XDRIVE M SPORT HYBRID 292 BHP,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-xdrive-m-sport-hybrid-292-bhp/38313098,M Sport,"45,457 mi",2.0 L Petrol Plug-in Hybrid,Apr 2027,2022,Automatic,1,BMW,Petrol Plug-in Hybrid,Saloon,4,Sports Trim,5,White,140,,7.0 L/100 km,,2.0 L,4.71 m,1.44 m,1.83 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",3-Series,"€34,950",,15 cm,Co. Dublin,,,,12 kWh,,selection1
Mercedes C300de AMG LINE PREMIUM NIGHT EDITION,https://www.donedeal.ie/cars-for-sale/mercedes-c300de-amg-line-premium-night-edition/37874319,AMG Line,"77,572 mi",2.0 L Diesel Plug-in Hybrid,Jan 2027,2021,Automatic,1,Mercedes-Benz,Diesel Plug-in Hybrid,Estate,5,Base Trim,5,Black,140,5.2 L/100 km,6.3 L/100 km,8.2 L/100 km,2.0 L,4.70 m,1.46 m,1.81 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",C-Class,"€32,950","1,510 L",9 cm,Co. Dublin,66 L,,,13.5 kWh,,selection1
PORSCHE CAYENNE e-HYBRID PANTINUM EDITION SUNROOF,https://www.donedeal.ie/cars-for-sale/porsche-cayenne-e-hybrid-pantinum-edition-sunroof/35858661,S,"114,000 km",3.0 L Petrol Plug-in Hybrid,Mar 2027,2017,Automatic,2,Porsche,Petrol Plug-in Hybrid,SUV,5,Medium Trim,5,Black,170,,,,3.0 L,4.86 m,1.71 m,1.94 m,,,,,,Ireland,UK,Independent Dealer,"Tallaght, Co. Dublin",Cayenne,"€43,950","1,690 L",22 cm,Co. Dublin,80 L,,,10.8 kWh,,selection1
Mercedes-Benz GLE 350 DE AMG LINE PREMIUM 320BHP,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gle-350-de-amg-line-premium-320bhp/36842851,all,"79,830 mi",2.0 L Diesel Plug-in Hybrid,Jan 2027,2021,Automatic,1,Mercedes-Benz,Diesel Plug-in Hybrid,SUV,5,Base Trim,5,Black,140,,0.7 L/100 km,,2.0 L,4.92 m,1.80 m,1.95 m,5/5,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",GLE,"€56,950","1,915 L",,Co. Dublin,,,,32.2 kWh,,selection1
BMW X5 2021 XDRIVE45E XLINE AUTO,https://www.donedeal.ie/cars-for-sale/bmw-x5-2021-xdrive45e-xline-auto/39464579,xLine,"104,330 km",3.0 L Petrol Hybrid,---,2021,Automatic,1,BMW,Petrol Hybrid,SUV,5,Base Trim,5,Blue,140,,9.9 L/100 km,,3.0 L,4.92 m,1.75 m,2.00 m,,,,,,UK,,"Independent Dealer
4.9/5","Bray, Co. Wicklow",X5,"€55,995","1,860 L",21 cm,Co. Wicklow,69 L,,,,,selection1
Ford Mondeo 2016 TITANIUM ESTATE 2.0 TDCI 150PS,https://www.donedeal.ie/cars-for-sale/ford-mondeo-2016-titanium-estate-2-0-tdci-150ps/39421535,Titanium,"123,562 km",2.0 L Diesel,May 2026,2016,Manual,1,Ford,Diesel,Estate,5,Luxury Trim,5,Red,200,4.1 L/100 km,4.5 L/100 km,5.1 L/100 km,2.0 L,4.87 m,1.50 m,1.85 m,,,,,,Ireland,No,"Independent Dealer
4.9/5","Bray, Co. Wicklow",Mondeo,"€14,995",,,Co. Wicklow,,,,,,selection1
BMW 640D 2014 F12 M SPORT 313BHP CONVERTIBLE,https://www.donedeal.ie/cars-for-sale/bmw-640d-2014-f12-m-sport-313bhp-convertible/39353859,M Sport,"128,183 km",3.0 L Diesel,Jun 2025,2014,Automatic,2,BMW,Diesel,Convertible,2,Luxury Trim,4,Blue,400,4.9 L/100 km,5.7 L/100 km,6.9 L/100 km,3.0 L,4.89 m,1.37 m,1.89 m,,,,,,Ireland,UK,"Independent Dealer
4.9/5","Bray, Co. Wicklow",6-Series,"€21,995",300 L,12 cm,Co. Wicklow,,,,,,selection1
BMW X3 2021 XDRIVE30E M SPORT TECH PACK 288BHP,https://www.donedeal.ie/cars-for-sale/bmw-x3-2021-xdrive30e-m-sport-tech-pack-288bhp/39305242,M Sport,"94,922 km",2.0 L Petrol Hybrid,---,2021,Automatic,1,BMW,Petrol Hybrid,SUV,5,Sports Trim,5,Blue,170,,,,2.0 L,4.71 m,1.68 m,1.89 m,5/5,,,,,UK,,"Independent Dealer
4.9/5","Bray, Co. Wicklow",X3,"€45,995","1,500 L",20 cm,Co. Wicklow,50 L,,,,,selection1
Volkswagen Tiguan 2019 2.0 TDI R-LINE TECH 150PS,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-2019-2-0-tdi-r-line-tech-150ps/39147078,R-Line,"126,870 km",2.0 L Diesel,Feb 2027,2019,Manual,1,Volkswagen,Diesel,SUV,5,Luxury Trim,5,White,270,4.3 L/100 km,4.8 L/100 km,5.6 L/100 km,2.0 L,4.49 m,1.65 m,1.84 m,,,,,,Ireland,N. Ireland,"Independent Dealer
4.9/5","Bray, Co. Wicklow",Tiguan,"€31,995","1,655 L",19 cm,Co. Wicklow,58 L,,,,,selection1
Hyundai i30 N- Line Petrol,https://www.donedeal.ie/cars-for-sale/hyundai-i30-n-line-petrol/38763770?campaign=3,Deluxe NLine,"22,744 km",1.0 L Petrol,Jan 2027,2023,Manual,1,Hyundai,Petrol,Hatchback,5,Base Trim,5,Blue,210,,6.2 L/100 km,,1.0 L,4.34 m,1.46 m,1.80 m,5/5,84%,68%,88%,64%,Ireland,No,"Franchise Dealer
4.8/5",Co. Cork,i30,"€26,897","1,301 L",14 cm,Co. Cork,50 L,,,,,selection1
